CurrentEquipmentDays,MonthsInService,MonthlyMinutes,PercChangeMinutes,TotalRecurringCharge,OffPeakCallsInOut,PercChangeRevenues,MonthlyRevenue,PeakCallsInOut,OverageMinutes,ReceivedCalls,UnansweredCalls,Churn
374.0,49,974.0,-144.0,45.0,81.0,-15.6,63.73,220.7,62.0,225.9,21.3,0
427.0,53,514.0,136.0,60.0,27.3,0.0,49.99,69.3,0.0,52.7,13.3,0
686.0,53,7.0,-6.0,48.0,1.0,1.7,48.33,2.0,0.0,0.5,0.0,0
256.0,53,827.0,195.0,80.0,49.3,-0.2,83.47,306.7,0.0,262.4,63.0,0
1535.0,51,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1
860.0,49,1038.0,232.0,50.0,44.3,18.7,84.16,449.7,316.0,376.2,57.7,1
153.0,51,1643.0,0.0,80.0,124.0,-2.5,84.66,692.0,0.0,628.9,70.3,0
223.0,53,778.0,-94.0,95.0,27.0,-0.1,75.09,300.3,0.0,233.1,32.3,0
236.0,47,675.0,198.0,50.0,128.3,20.1,50.32,77.0,21.0,96.8,23.7,0
9.0,51,2487.0,-548.0,80.0,512.7,-17.9,100.83,348.0,92.0,725.6,178.7,0
360.0,47,894.0,146.0,52.0,130.3,-10.0,95.3,182.3,30.0,119.5,59.7,1
99.0,47,815.0,-350.0,95.0,61.7,-7.0,95.27,208.7,0.0,183.1,30.7,0
85.0,53,596.0,-38.0,75.0,31.7,-0.9,79.84,240.3,8.0,121.8,27.3,0
401.0,51,144.0,-137.0,55.0,27.3,-55.3,55.34,44.7,0.0,44.5,7.7,1
358.0,47,3252.0,-435.0,207.0,228.7,-144.3,349.73,789.0,668.0,339.5,110.0,0
179.0,47,2008.0,-351.0,80.0,81.0,-12.1,93.06,891.0,118.0,572.2,79.7,0
225.0,51,4830.0,-932.0,80.0,235.0,-75.0,300.22,1921.3,1887.0,1382.2,230.3,0
11.0,49,1054.0,-918.0,31.0,177.3,-67.4,163.38,235.3,360.0,236.1,44.7,0
37.0,53,214.0,150.0,40.0,30.7,0.0,39.99,11.0,0.0,12.5,15.0,0
304.0,47,323.0,-323.0,25.0,28.0,-83.8,33.85,75.0,36.0,59.3,29.0,1
372.0,49,1218.0,-114.0,115.0,107.3,7.8,93.97,164.0,11.0,297.0,76.3,1
636.0,49,1638.0,-403.0,83.0,116.3,-18.3,109.49,399.0,19.0,455.8,75.7,0
661.0,53,1333.0,93.0,92.0,12.7,-58.3,144.23,239.0,164.0,454.7,33.3,0
720.0,53,1141.0,76.0,75.0,71.0,49.2,150.36,242.0,0.0,200.3,102.0,0
361.0,51,1656.0,-444.0,85.0,186.7,-26.5,102.47,262.7,102.0,266.6,54.7,0
1593.0,53,524.0,-81.0,75.0,9.3,2.2,78.08,150.3,0.0,108.6,26.3,0
469.0,47,415.0,-121.0,55.0,42.0,-9.0,69.32,117.3,0.0,55.9,9.3,1
575.0,51,1615.0,37.0,55.0,148.7,4.3,89.05,541.0,348.0,871.4,27.0,1
630.0,53,1680.0,-709.0,101.0,22.7,-126.2,276.15,357.7,700.0,432.3,77.7,0
1004.0,47,0.0,0.0,5.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,1
184.0,47,126.0,-16.0,30.0,15.0,-12.2,12.21,40.0,0.0,36.4,6.7,0
170.0,53,420.0,-94.0,40.0,0.0,-0.2,40.24,0.0,0.0,0.0,0.0,0
1592.0,53,77.0,-70.0,30.0,0.3,-23.5,53.42,3.0,0.0,0.0,0.7,1
663.0,47,477.0,-131.0,30.0,78.7,-13.0,43.63,75.3,38.0,139.9,16.7,0
26.0,51,794.0,-44.0,80.0,42.0,-5.8,97.85,244.7,5.0,99.1,43.3,0
730.0,53,419.0,-22.0,45.0,39.0,0.0,34.99,37.3,0.0,9.3,4.3,1
283.0,49,930.0,351.0,80.0,37.3,5.8,92.3,154.0,0.0,207.1,33.0,0
1293.0,53,94.0,46.0,30.0,9.0,0.7,30.32,23.7,0.0,10.7,2.0,1
650.0,47,312.0,-46.0,60.0,9.0,-0.2,51.18,132.7,0.0,52.9,25.0,0
105.0,47,1412.0,120.0,75.0,62.7,27.1,180.81,527.3,389.0,360.9,78.3,0
1589.0,53,16.0,34.0,25.0,3.0,0.2,25.05,3.7,0.0,0.0,1.0,0
110.0,47,2.0,-1.0,17.0,0.3,-8.9,25.93,1.0,0.0,0.0,1.0,0
147.0,47,1494.0,770.0,70.0,145.7,169.0,236.02,295.3,650.0,349.9,61.0,0
322.0,53,1065.0,-29.0,85.0,62.7,-8.8,84.81,345.7,30.0,359.8,32.7,0
267.0,47,2119.0,-294.0,91.0,233.0,27.1,110.73,726.3,8.0,529.2,142.3,0
162.0,49,995.0,42.0,75.0,78.3,-6.4,81.37,267.3,22.0,324.1,22.7,0
305.0,47,2571.0,-475.0,160.0,0.0,-34.0,195.16,0.0,216.0,0.0,0.0,0
39.0,49,984.0,-736.0,85.0,46.0,-22.5,101.17,146.7,86.0,257.4,35.7,0
204.0,51,1023.0,-31.0,85.0,0.0,-6.6,85.53,0.0,18.0,0.0,0.0,0
1410.0,47,8.0,-1.0,20.0,2.3,-0.2,20.18,2.0,0.0,0.0,2.0,0
27.0,51,560.0,-560.0,75.0,16.7,-13.4,88.38,100.7,103.0,8.4,10.3,1
162.0,51,6336.0,136.0,75.0,243.0,97.3,559.79,2090.7,4321.0,807.8,321.0,0
440.0,47,1059.0,-255.0,55.0,68.0,-18.2,83.36,195.0,209.0,476.5,28.7,1
559.0,49,119.0,34.0,30.0,12.0,0.0,30.0,27.7,0.0,1.7,6.7,0
226.0,53,264.0,-72.0,55.0,25.3,-18.8,74.77,34.7,0.0,62.3,10.7,0
479.0,47,26.0,-26.0,20.0,0.0,-0.3,20.33,2.0,0.0,1.1,0.7,1
620.0,49,411.0,92.0,50.0,19.7,13.5,75.73,58.3,0.0,20.9,14.7,0
229.0,51,220.0,100.0,45.0,2.0,18.1,41.03,37.7,17.0,42.3,2.3,0
386.0,51,750.0,92.0,90.0,87.3,3.4,96.34,188.3,0.0,195.8,36.3,0
41.0,49,1567.0,-96.0,55.0,205.3,15.4,77.86,500.0,184.0,775.2,47.7,0
363.0,47,934.0,148.0,75.0,49.7,7.4,91.36,266.7,48.0,282.6,44.3,0
1479.0,49,0.0,0.0,17.0,0.0,0.0,20.24,0.0,0.0,0.0,0.0,0
210.0,51,637.0,-119.0,50.0,18.0,-7.9,64.88,199.3,90.0,37.4,22.0,0
664.0,49,765.0,109.0,50.0,48.7,3.9,62.12,263.7,121.0,270.1,46.3,0
345.0,47,166.0,-24.0,70.0,21.0,-1.9,56.9,54.3,2.0,26.4,13.3,0
810.0,53,67.0,-38.0,24.0,14.3,-4.5,23.86,23.3,0.0,6.2,7.7,1
160.0,49,2221.0,-733.0,62.0,0.0,-40.6,109.33,0.0,170.0,0.0,0.0,0
266.0,53,3142.0,347.0,75.0,112.7,31.0,219.95,971.7,992.0,987.0,203.0,0
1524.0,51,292.0,132.0,55.0,0.0,4.3,54.99,84.0,0.0,54.3,14.0,0
1585.0,53,0.0,0.0,35.0,0.7,0.0,35.0,0.0,0.0,0.0,1.3,1
458.0,51,131.0,183.0,30.0,12.7,0.0,30.0,37.0,0.0,23.9,5.3,1
626.0,51,2777.0,-38.0,85.0,363.3,-40.8,155.38,294.3,176.0,1148.8,59.0,0
1584.0,53,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1
582.0,53,545.0,-144.0,50.0,59.0,-4.4,64.39,145.3,7.0,169.2,19.7,0
465.0,51,682.0,77.0,55.0,150.7,4.7,69.01,163.0,4.0,142.4,60.0,0
207.0,53,377.0,-238.0,30.0,27.3,-1.9,31.93,49.3,6.0,71.7,10.3,0
382.0,51,1038.0,244.0,70.0,38.0,-3.7,131.18,265.3,170.0,187.4,51.0,0
1523.0,51,39.0,-18.0,25.0,8.0,-9.2,36.25,6.7,18.0,0.0,2.3,1
162.0,53,2468.0,-321.0,300.0,0.0,-1.1,312.26,0.0,0.0,0.0,0.0,0
404.0,47,503.0,-284.0,56.0,22.3,-50.7,100.71,168.7,105.0,63.9,20.3,0
921.0,53,1222.0,130.0,60.0,102.0,45.0,93.91,175.0,145.0,704.5,18.7,0
741.0,51,149.0,83.0,30.0,25.3,0.0,29.99,51.0,0.0,33.3,14.0,0
237.0,46,2075.0,-144.0,80.0,261.0,3.1,124.09,453.0,134.0,417.7,76.7,1
1582.0,53,8.0,-8.0,30.0,1.3,-1.8,31.79,1.3,0.0,0.0,2.0,0
476.0,46,1202.0,-95.0,55.0,168.3,-5.0,68.09,442.7,124.0,455.4,50.0,1
68.0,46,2021.0,317.0,75.0,0.0,9.7,108.84,0.0,218.0,0.0,0.0,0
807.0,50,690.0,12.0,55.0,45.7,-12.7,72.62,159.0,13.0,119.6,36.0,1
374.0,52,746.0,-723.0,38.0,36.0,-130.9,103.76,81.3,162.0,508.8,10.0,0
86.0,46,1791.0,-368.0,121.0,142.7,-57.8,177.81,648.7,0.0,443.1,80.0,0
93.0,48,688.0,187.0,80.0,62.0,0.1,85.18,301.7,0.0,129.2,45.0,0
20.0,50,1943.0,-20.0,99.0,103.0,-115.1,255.54,227.0,643.0,577.6,44.3,0
360.0,50,1199.0,-149.0,75.0,66.3,-7.9,84.35,291.0,0.0,270.3,94.7,1
212.0,46,2613.0,-154.0,55.0,246.0,-52.0,265.67,694.0,962.0,1041.8,55.0,0
1188.0,52,36.0,-16.0,42.0,4.0,0.0,41.99,15.3,0.0,1.9,1.7,1
1578.0,52,186.0,14.0,20.0,16.0,9.4,21.61,47.7,2.0,73.7,16.0,0
422.0,46,2326.0,36.0,150.0,188.7,7.5,358.85,402.7,808.0,669.7,46.3,1
1408.0,46,148.0,24.0,30.0,23.3,-0.3,30.26,47.3,0.0,22.9,7.7,0
1515.0,50,297.0,-67.0,30.0,27.0,-27.8,80.26,45.7,108.0,40.4,11.7,1
431.0,48,575.0,-35.0,50.0,26.7,-7.5,64.25,239.3,57.0,25.2,2.3,1
166.0,48,2912.0,124.0,75.0,184.7,-16.9,215.72,556.3,978.0,1025.9,35.3,0
463.0,52,438.0,60.0,85.0,61.3,1.1,80.94,124.3,0.0,42.5,9.3,0
722.0,52,40.0,-40.0,50.0,0.0,-0.5,50.49,0.7,0.0,0.0,0.0,1
369.0,52,172.0,70.0,40.0,7.3,-1.6,33.6,35.0,0.0,4.7,10.0,0
221.0,46,735.0,-29.0,55.0,113.0,-0.5,58.74,216.0,0.0,296.3,31.3,0
888.0,46,842.0,-291.0,100.0,26.0,-38.2,128.1,287.7,132.0,45.5,56.3,0
1468.0,48,0.0,0.0,8.0,0.0,-7.7,7.74,0.0,0.0,0.0,0.0,0
623.0,50,461.0,125.0,70.0,21.0,33.6,62.95,123.7,29.0,51.7,24.7,0
271.0,46,680.0,-142.0,50.0,77.7,-29.3,79.25,194.3,113.0,119.1,33.7,0
526.0,50,1262.0,233.0,80.0,44.0,-7.6,131.3,304.3,0.0,373.8,18.7,0
110.0,48,465.0,-48.0,9.0,75.0,-3.5,20.68,115.7,8.0,140.0,17.0,0
635.0,50,366.0,-54.0,32.0,42.3,-5.3,38.75,109.7,16.0,120.3,14.0,0
1253.0,50,455.0,-189.0,50.0,43.0,-13.7,71.64,55.3,32.0,6.6,31.0,0
3.0,46,981.0,636.0,50.0,191.0,91.4,96.01,86.7,61.0,277.7,24.3,0
298.0,52,1344.0,-195.0,79.0,52.0,11.4,85.56,524.0,0.0,607.9,43.3,0
71.0,52,868.0,-41.0,75.0,106.0,2.4,82.73,175.3,2.0,200.3,45.0,0
630.0,52,969.0,-844.0,67.0,127.0,-78.2,106.57,434.3,112.0,463.4,97.7,1
276.0,46,328.0,-141.0,30.0,39.0,-6.8,36.83,85.0,19.0,183.5,8.7,1
849.0,48,358.0,160.0,55.0,35.7,0.0,55.0,138.7,0.0,104.9,29.3,0
740.0,48,842.0,26.0,55.0,120.7,-3.6,64.81,215.3,7.0,295.9,31.3,1
1463.0,48,818.0,597.0,30.0,77.3,40.4,95.1,90.3,151.0,167.8,29.3,0
411.0,52,2072.0,-117.0,110.0,146.3,-24.2,140.74,749.3,0.0,672.8,77.0,0
142.0,48,938.0,-54.0,95.0,70.0,-24.7,112.34,298.0,0.0,149.8,53.0,0
317.0,48,658.0,42.0,75.0,64.3,0.0,79.28,76.7,0.0,69.3,15.3,0
876.0,52,81.0,70.0,30.0,3.0,0.0,30.0,23.3,0.0,1.4,1.3,1
100.0,48,82.0,16.0,45.0,7.3,-8.7,43.74,10.7,0.0,3.4,3.3,0
1462.0,48,108.0,47.0,40.0,12.7,0.0,40.0,27.7,0.0,14.3,8.3,1
911.0,48,598.0,-153.0,73.0,26.0,-58.4,58.38,24.3,14.0,12.2,13.7,1
581.0,46,569.0,-54.0,84.0,22.7,-66.8,174.01,136.0,202.0,105.9,18.0,1
660.0,50,1995.0,24.0,85.0,94.0,21.9,217.64,295.0,363.0,525.9,84.3,0
310.0,46,457.0,30.0,40.0,46.0,0.0,69.61,173.0,76.0,141.2,23.0,0
65.0,48,430.0,-228.0,50.0,21.3,-3.5,62.31,59.3,0.0,23.2,8.3,0
505.0,48,1072.0,24.0,75.0,95.7,-13.2,91.15,182.7,0.0,320.7,21.7,0
1396.0,46,33.0,5.0,25.0,13.3,1.8,26.73,8.3,3.0,1.2,3.3,1
-1.0,52,247.0,154.0,30.0,25.0,14.1,36.34,68.0,7.0,14.0,21.3,0
194.0,52,187.0,-102.0,65.0,24.3,-22.2,57.59,61.3,0.0,63.5,10.7,0
357.0,46,282.0,-280.0,45.0,10.7,-53.5,102.22,29.7,41.0,34.9,3.3,1
130.0,52,148.0,-46.0,45.0,16.0,-1.6,37.6,79.7,0.0,49.8,5.3,0
27.0,50,240.0,-14.0,9.0,44.0,-2.7,12.4,67.3,4.0,39.4,13.0,0
197.0,50,69.0,-19.0,60.0,7.7,0.0,53.24,41.3,0.0,3.4,3.3,1
251.0,46,586.0,229.0,45.0,48.0,-6.4,82.58,50.7,112.0,96.1,12.3,0
72.0,50,339.0,-131.0,43.0,70.7,-76.6,117.21,96.7,6.0,54.2,49.0,1
227.0,46,368.0,-226.0,60.0,96.0,-18.4,71.62,81.7,29.0,138.4,20.3,1
750.0,50,116.0,-44.0,30.0,9.3,-3.9,37.19,4.3,3.0,0.0,5.0,0
299.0,48,374.0,111.0,75.0,53.3,0.3,75.11,73.3,0.0,30.8,22.7,1
261.0,46,75.0,34.0,38.0,17.3,0.6,37.61,11.7,0.0,0.8,19.0,0
417.0,46,533.0,-20.0,50.0,16.7,-10.1,59.6,203.3,41.0,54.8,30.3,0
486.0,50,1392.0,-90.0,160.0,47.0,1.0,156.87,323.3,0.0,184.9,30.3,1
367.0,52,79.0,-38.0,10.0,5.0,-5.6,15.56,40.7,0.0,35.0,9.3,0
60.0,50,411.0,-347.0,22.0,51.3,-71.7,64.95,98.3,78.0,273.0,37.3,0
91.0,46,660.0,-20.0,61.0,118.0,-28.0,92.0,157.0,91.0,111.8,25.7,0
547.0,48,196.0,6.0,40.0,36.3,8.6,44.2,64.0,4.0,7.6,15.0,1
803.0,52,1114.0,323.0,70.0,139.7,-0.1,50.09,113.0,0.0,454.8,24.7,1
506.0,48,185.0,41.0,120.0,8.0,5.4,118.5,56.3,0.0,37.0,10.3,0
1554.0,52,647.0,208.0,50.0,10.7,43.9,84.05,181.0,130.0,63.8,30.3,0
362.0,46,2445.0,-438.0,75.0,682.7,-1.1,80.3,712.7,4.0,665.2,193.0,0
152.0,46,514.0,-116.0,50.0,7.7,-1.1,60.48,110.0,20.0,228.8,12.0,0
228.0,45,169.0,-132.0,95.0,23.3,-5.0,89.94,55.3,17.0,22.5,14.0,0
631.0,52,1155.0,-117.0,110.0,123.0,-1.7,102.47,261.3,0.0,333.9,59.0,0
1383.0,45,0.0,0.0,17.0,0.0,-0.2,17.14,0.0,0.0,0.0,0.0,0
788.0,52,28.0,-19.0,47.0,8.0,-30.2,39.92,15.0,0.0,0.1,3.0,1
1383.0,45,96.0,48.0,30.0,3.7,-0.3,28.75,9.3,0.0,3.8,6.7,0
158.0,45,400.0,16.0,18.0,29.7,9.4,45.85,95.3,68.0,128.9,26.0,0
494.0,51,410.0,-134.0,75.0,13.3,0.2,78.05,80.3,0.0,129.7,14.0,0
1462.0,49,565.0,75.0,40.0,85.0,10.2,79.56,145.0,158.0,75.5,11.7,1
237.0,47,644.0,-344.0,78.0,34.3,-27.4,77.34,101.0,0.0,88.1,13.7,0
508.0,49,84.0,-84.0,10.0,20.7,-56.3,36.97,12.7,69.0,0.0,15.3,1
309.0,49,353.0,-57.0,53.0,17.0,-15.0,51.99,111.0,8.0,70.2,9.7,0
478.0,47,629.0,-29.0,45.0,69.7,4.6,65.11,201.3,82.0,124.5,43.0,0
149.0,45,68.0,-9.0,40.0,9.3,-0.3,34.26,41.0,0.0,9.3,2.7,0
24.0,49,9.0,27.0,30.0,2.7,1.2,20.38,1.0,1.0,0.0,0.3,0
445.0,45,532.0,-152.0,80.0,22.7,-6.4,80.39,126.0,0.0,120.9,7.7,0
886.0,51,389.0,-47.0,45.0,117.7,-5.6,55.04,90.0,13.0,243.8,28.3,1
160.0,47,600.0,189.0,48.0,19.3,-28.9,81.87,74.3,92.0,262.3,16.7,0
241.0,49,607.0,-148.0,45.0,37.0,-1.4,46.54,130.0,3.0,251.2,19.7,0
366.0,51,760.0,-362.0,95.0,40.0,-4.7,90.72,368.0,20.0,276.0,42.7,0
239.0,45,78.0,30.0,50.0,0.0,-0.4,40.35,0.0,0.0,0.0,0.0,0
921.0,47,144.0,-51.0,30.0,19.0,-1.7,32.36,24.3,6.0,4.4,11.7,0
417.0,49,730.0,448.0,60.0,21.7,130.3,99.48,177.3,146.0,9.3,61.0,1
1377.0,47,392.0,-392.0,50.0,33.3,-73.6,74.44,116.7,10.0,12.3,14.3,0
271.0,45,124.0,-103.0,30.0,20.3,-2.2,32.23,36.7,4.0,15.5,19.3,0
83.0,45,238.0,-89.0,12.0,49.3,-55.9,131.07,79.3,134.0,8.1,29.0,0
538.0,47,295.0,-153.0,30.0,20.3,-5.5,37.02,73.3,11.0,65.0,3.0,1
234.0,51,28.0,4.0,40.0,4.3,-0.3,30.34,6.7,0.0,4.8,2.7,0
82.0,49,611.0,83.0,64.0,54.7,25.7,73.19,68.0,18.0,248.2,13.7,0
378.0,51,368.0,-73.0,60.0,38.7,-6.3,66.29,82.3,0.0,30.6,12.7,0
251.0,49,623.0,468.0,45.0,36.7,0.6,35.19,36.7,0.0,17.2,8.0,0
91.0,49,1428.0,435.0,120.0,147.7,10.9,218.86,426.7,234.0,169.6,152.7,0
337.0,51,2509.0,-2441.0,59.0,537.3,-149.7,144.56,1025.7,314.0,1489.6,44.3,0
89.0,45,83.0,68.0,25.0,6.3,18.9,60.55,39.3,52.0,8.1,6.3,0
52.0,45,626.0,-507.0,50.0,69.3,-53.5,73.47,104.0,47.0,293.4,35.0,0
812.0,45,1.0,-1.0,11.0,0.0,-1.6,11.62,1.3,0.0,0.0,0.7,1
93.0,47,934.0,44.0,67.0,137.7,-15.3,127.93,187.0,150.0,234.7,51.0,0
401.0,47,167.0,146.0,45.0,6.7,3.5,46.75,29.7,0.0,65.8,2.0,0
694.0,45,586.0,-74.0,50.0,108.3,-7.6,61.88,212.3,32.0,97.6,65.7,0
1367.0,45,24.0,20.0,10.0,2.3,0.3,10.56,4.3,0.0,0.3,1.0,0
800.0,45,311.0,6.0,50.0,59.0,-0.6,50.6,101.7,0.0,71.5,28.0,0
132.0,49,1152.0,489.0,90.0,175.0,5.7,98.16,185.7,0.0,166.1,21.0,0
1140.0,51,39.0,2.0,30.0,5.3,-0.2,30.19,6.7,0.0,0.0,4.0,0
552.0,45,815.0,270.0,70.0,95.3,20.7,105.57,144.0,44.0,316.7,16.7,0
41.0,45,1563.0,1536.0,64.0,597.0,277.2,222.69,276.3,359.0,261.3,296.7,0
115.0,45,785.0,48.0,75.0,0.0,9.4,83.46,0.0,0.0,0.0,0.0,0
1470.0,49,0.0,0.0,60.0,0.0,0.0,60.0,0.3,0.0,0.0,0.0,1
189.0,47,3626.0,411.0,105.0,0.0,49.5,208.28,0.0,817.0,0.0,0.0,0
123.0,47,490.0,67.0,55.0,88.0,-13.3,66.39,118.3,2.0,162.1,26.7,1
71.0,51,1179.0,-346.0,70.0,96.3,-67.6,127.59,270.3,178.0,261.5,35.3,0
448.0,45,70.0,8.0,30.0,5.0,3.2,31.41,12.7,0.0,21.2,11.0,0
48.0,49,1298.0,11.0,41.0,419.7,-78.9,120.42,218.3,101.0,376.2,125.3,0
411.0,49,892.0,2.0,45.0,98.3,-0.2,35.24,100.0,0.0,208.8,23.3,0
669.0,51,0.0,0.0,50.0,0.0,0.0,39.99,0.0,0.0,0.0,0.0,1
32.0,47,615.0,54.0,50.0,134.3,-129.6,191.79,130.3,63.0,60.3,199.3,0
6.0,51,944.0,363.0,45.0,28.3,4.2,36.39,49.7,4.0,11.2,102.0,0
746.0,51,1288.0,10.0,75.0,69.0,11.9,80.05,541.3,26.0,455.0,37.3,0
407.0,49,881.0,66.0,75.0,12.3,-5.2,85.17,274.0,14.0,263.2,2.0,0
17.0,47,648.0,20.0,70.0,147.7,-0.9,74.89,89.7,1.0,111.9,35.7,1
298.0,47,817.0,301.0,40.0,105.3,85.0,150.5,175.7,285.0,85.1,78.7,0
370.0,45,274.0,-84.0,75.0,82.0,-0.7,75.67,50.0,0.0,63.2,0.0,0
263.0,47,107.0,-29.0,40.0,21.3,0.0,29.99,35.0,0.0,1.9,7.7,0
176.0,49,1996.0,642.0,75.0,193.0,90.8,143.91,354.7,253.0,440.6,88.3,1
1356.0,45,122.0,74.0,17.0,12.7,23.0,31.57,25.3,40.0,0.3,8.3,0
1464.0,49,138.0,56.0,30.0,13.7,17.4,38.13,41.7,23.0,0.2,4.3,1
908.0,47,46.0,0.0,37.0,14.7,-32.9,32.89,13.3,0.0,3.9,1.7,0
27.0,49,1148.0,390.0,105.0,96.3,103.8,132.46,203.0,88.0,358.9,35.3,0
863.0,45,2.0,6.0,44.0,0.0,1.9,50.07,1.0,0.0,0.0,0.0,0
54.0,47,939.0,-147.0,70.0,236.0,-9.2,60.19,309.0,40.0,328.7,81.0,0
627.0,45,811.0,-89.0,48.0,113.3,-30.2,82.01,124.3,126.0,164.2,58.3,0
363.0,51,564.0,78.0,41.0,9.7,-43.1,46.85,60.7,24.0,30.9,7.0,1
677.0,44,49.0,13.0,17.0,5.7,-11.0,27.98,9.7,0.0,6.6,4.3,1
10.0,44,2433.0,20.0,86.0,41.7,-26.9,178.4,1018.7,418.0,914.8,120.0,1
71.0,48,1938.0,135.0,75.0,136.0,-29.0,177.48,421.0,84.0,810.3,93.3,0
1109.0,50,70.0,-34.0,30.0,5.3,0.0,29.99,36.3,0.0,11.3,7.7,1
697.0,46,2.0,-2.0,40.0,0.0,-1.0,31.02,0.0,0.0,0.0,0.0,1
121.0,48,904.0,-54.0,60.0,148.0,0.0,50.99,136.3,2.0,306.1,32.3,1
111.0,50,280.0,-6.0,36.0,9.0,0.0,34.19,91.7,0.0,87.0,9.0,0
482.0,46,121.0,-75.0,40.0,5.0,-1.5,42.44,25.7,0.0,11.1,6.7,0
485.0,44,559.0,-97.0,50.0,11.7,-23.4,73.45,156.3,75.0,107.1,23.3,0
1157.0,44,114.0,-17.0,25.0,6.7,-4.9,30.86,16.7,13.0,9.4,5.7,1
781.0,50,148.0,-80.0,30.0,20.7,-7.4,36.88,65.3,0.0,23.5,2.3,1
318.0,46,421.0,111.0,45.0,49.7,0.7,35.24,55.3,0.0,18.5,14.0,0
1455.0,48,20.0,2.0,25.0,0.0,-1.2,26.94,3.3,7.0,0.0,1.3,1
632.0,50,246.0,102.0,75.0,11.7,-0.2,71.5,26.0,0.0,72.5,4.7,1
1346.0,44,114.0,-26.0,50.0,16.7,-1.2,51.22,40.0,0.0,6.8,10.7,1
1346.0,44,9.0,-9.0,30.0,6.7,-0.3,33.52,0.3,0.0,0.0,0.0,0
1406.0,46,19.0,-19.0,10.0,5.0,-0.1,10.1,10.0,0.0,4.3,6.3,0
1344.0,44,11.0,7.0,17.0,2.3,-0.2,17.14,4.3,0.0,0.2,16.3,0
781.0,50,181.0,-63.0,15.0,13.7,-11.2,28.89,19.3,0.0,40.4,4.0,0
702.0,50,96.0,-10.0,30.0,19.0,-0.5,31.48,30.7,0.0,28.0,9.0,0
1037.0,50,28.0,-6.0,17.0,0.0,0.0,17.62,17.3,0.0,5.9,0.7,0
1394.0,48,36.0,-2.0,32.0,6.7,-0.3,32.81,12.3,0.0,0.9,6.3,0
1405.0,46,19.0,-3.0,30.0,10.0,0.0,30.0,3.7,0.0,3.9,2.3,0
457.0,48,324.0,-34.0,30.0,20.7,-10.2,64.17,137.0,80.0,58.0,22.3,0
336.0,44,1368.0,-78.0,77.0,150.3,-15.1,160.95,422.3,264.0,446.3,85.0,0
1404.0,46,25.0,58.0,30.0,0.3,0.0,29.99,4.0,0.0,0.0,1.0,1
405.0,46,203.0,94.0,88.0,29.7,0.5,88.5,72.7,0.0,47.6,14.7,1
150.0,44,3459.0,-190.0,150.0,314.0,-57.9,258.39,480.3,421.0,776.6,13.7,1
1230.0,46,183.0,-7.0,30.0,20.7,0.4,30.82,39.7,0.0,21.5,26.3,1
126.0,48,5053.0,-355.0,210.0,538.7,-25.8,291.26,1096.3,561.0,1820.3,227.7,0
861.0,46,321.0,-107.0,30.0,28.3,3.6,49.4,27.3,185.0,76.6,19.3,1
228.0,46,424.0,39.0,80.0,62.0,14.8,68.83,102.3,13.0,77.2,26.0,1
173.0,50,1274.0,122.0,80.0,90.3,6.3,87.73,190.7,10.0,464.4,17.0,1
446.0,44,238.0,141.0,60.0,14.7,30.4,107.61,32.3,0.0,41.5,16.7,1
359.0,48,797.0,-75.0,120.0,46.3,-37.2,112.58,127.0,0.0,233.0,35.7,0
78.0,48,1070.0,138.0,45.0,23.7,19.1,63.12,270.3,72.0,279.1,48.0,0
517.0,48,732.0,-16.0,45.0,24.3,-1.2,46.25,197.3,5.0,181.4,33.3,0
1506.0,50,12.0,7.0,30.0,8.3,0.0,30.0,2.7,0.0,1.6,5.7,1
557.0,44,638.0,102.0,32.0,22.0,19.8,68.42,145.0,134.0,103.4,15.3,0
452.0,50,308.0,12.0,45.0,12.0,-14.0,54.62,51.7,34.0,76.2,10.7,0
513.0,48,236.0,43.0,36.0,27.3,-1.9,39.79,31.7,0.0,18.8,27.3,1
1397.0,46,33.0,17.0,25.0,1.3,0.0,24.99,8.7,0.0,0.0,10.0,0
367.0,48,801.0,-281.0,85.0,83.7,0.4,82.79,333.0,0.0,163.3,62.7,1
1396.0,46,24.0,-8.0,30.0,4.0,0.0,33.24,8.0,0.0,0.0,4.7,0
960.0,48,322.0,42.0,37.0,68.3,-13.7,53.65,49.7,57.0,68.2,22.7,0
69.0,50,1204.0,626.0,85.0,65.0,44.2,100.67,322.7,57.0,359.0,33.0,0
185.0,48,706.0,46.0,95.0,77.0,-1.2,86.24,218.3,0.0,180.2,43.3,0
110.0,46,673.0,-174.0,60.0,118.7,-11.3,65.58,73.7,4.0,150.8,30.0,0
388.0,48,336.0,214.0,25.0,41.0,51.3,46.99,52.7,57.0,145.9,4.0,0
671.0,50,205.0,37.0,60.0,16.0,0.0,59.99,6.3,0.0,5.0,9.0,0
765.0,46,106.0,-86.0,17.0,16.0,-11.8,29.74,43.0,21.0,23.7,6.3,0
616.0,44,473.0,-141.0,32.0,26.3,-9.6,43.37,157.7,32.0,82.0,39.3,0
448.0,50,172.0,80.0,30.0,15.0,1.4,31.2,20.7,1.0,23.2,7.3,0
